"go_id","go_desc","gene_count","up_count","down_count"
"GO:0090158","endoplasmic reticulum membrane organization",2,0,2
"GO:0090406","pollen tube",2,0,2
"GO:0090610","bundle sheath cell fate specification",2,0,2
"GO:0090729","toxin activity",2,1,1
"GO:0097159","organic cyclic compound binding",2,0,2
"GO:0097367","carbohydrate derivative binding",2,0,2
"GO:0097472","cyclin-dependent protein kinase activity",2,1,1
"GO:0097550","transcription preinitiation complex",2,1,1
"GO:0097573","glutathione oxidoreductase activity",2,0,2
"GO:0098542","defense response to other organism",2,1,1
"GO:0098660","inorganic ion transmembrane transport",2,0,2
"GO:0098791","Golgi apparatus subcompartment",2,1,1
"GO:0098796","membrane protein complex",2,1,1
"GO:0099402","plant organ development",2,0,2
"GO:0102250","linear malto-oligosaccharide phosphorylase activity",2,0,2
"GO:0102499","SHG alpha-glucan phosphorylase activity",2,0,2
"GO:0102799","glucosinolate glucohydrolase activity",2,0,2
"GO:0140098","catalytic activity, acting on RNA",2,2,0
"GO:0140546","defense response to symbiont",2,1,1
"GO:1900458","negative regulation of brassinosteroid mediated signaling pathway",2,1,1
"GO:1901137","carbohydrate derivative biosynthetic process",2,2,0
"GO:1901361","organic cyclic compound catabolic process",2,1,1
"GO:1901565","organonitrogen compound catabolic process",2,0,2
"GO:1901575","organic substance catabolic process",2,0,2
"GO:1901576","organic substance biosynthetic process",2,1,1
"GO:1901745","prephenate(2-) metabolic process",2,0,2
"GO:1902074","response to salt",2,1,1
"GO:1902222","erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process",2,1,1
"GO:1903602","thermospermine catabolic process",2,1,1
"GO:1904278","positive regulation of wax biosynthetic process",2,0,2
"GO:1990414","replication-born double-strand break repair via sister chromatid exchange",2,1,1
"GO:1990610","acetolactate synthase regulator activity",2,0,2
"GO:2000024","regulation of leaf development",2,1,1
"GO:2000280","regulation of root development",2,2,0
"GO:2001006","regulation of cellulose biosynthetic process",2,2,0
"GO:0000014","single-stranded DNA endodeoxyribonuclease activity",1,0,1
"GO:0000015","phosphopyruvate hydratase complex",1,1,0
"GO:0000027","ribosomal large subunit assembly",1,1,0
"GO:0000048","peptidyltransferase activity",1,0,1
"GO:0000054","ribosomal subunit export from nucleus",1,1,0
"GO:0000077","DNA damage checkpoint signaling",1,0,1
"GO:0000095","S-adenosyl-L-methionine transmembrane transporter activity",1,0,1
"GO:0000096","sulfur amino acid metabolic process",1,1,0
"GO:0000103","sulfate assimilation",1,0,1
"GO:0000124","SAGA complex",1,1,0
"GO:0000137","Golgi cis cisterna",1,1,0
"GO:0000150","DNA strand exchange activity",1,0,1
"GO:0000153","cytoplasmic ubiquitin ligase complex",1,0,1
"GO:0000154","rRNA modification",1,0,1
"GO:0000172","ribonuclease MRP complex",1,0,1
"GO:0000175","3'-5'-exoribonuclease activity",1,0,1
"GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",1,0,1
"GO:0000210","NAD+ diphosphatase activity",1,1,0
"GO:0000228","nuclear chromosome",1,0,1
"GO:0000243","commitment complex",1,1,0
"GO:0000256","allantoin catabolic process",1,0,1
"GO:0000271","polysaccharide biosynthetic process",1,0,1
"GO:0000303","response to superoxide",1,0,1
"GO:0000386","second spliceosomal transesterification activity",1,1,0
"GO:0000388","spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)",1,1,0
"GO:0000400","four-way junction DNA binding",1,0,1
"GO:0000417","HIR complex",1,1,0
"GO:0000428","DNA-directed RNA polymerase complex",1,1,0
"GO:0000439","transcription factor TFIIH core complex",1,1,0
"GO:0000447","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",1,0,1
"GO:0000461","endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",1,0,1
"GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",1,0,1
"GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",1,1,0
"GO:0000467","exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",1,0,1
"GO:0000706","meiotic DNA double-strand break processing",1,0,1
"GO:0000710","meiotic mismatch repair",1,0,1
"GO:0000723","telomere maintenance",1,0,1
"GO:0000776","kinetochore",1,1,0
"GO:0000785","chromatin",1,1,0
"GO:0000793","condensed chromosome",1,0,1
"GO:0000815","ESCRT III complex",1,1,0
"GO:0000906","6,7-dimethyl-8-ribityllumazine synthase activity",1,1,0
"GO:0000911","cytokinesis by cell plate formation",1,0,1
"GO:0000919","cell plate assembly",1,0,1
"GO:0000938","GARP complex",1,0,1
"GO:0000940","outer kinetochore",1,1,0
"GO:0001101","response to acid chemical",1,0,1
"GO:0001172","transcription, RNA-templated",1,1,0
"GO:0001216","DNA-binding transcription activator activity",1,0,1
"GO:0001505","regulation of neurotransmitter levels",1,0,1
"GO:0001510","RNA methylation",1,0,1
"GO:0001653","peptide receptor activity",1,0,1
"GO:0001672","regulation of chromatin assembly or disassembly",1,1,0
"GO:0001682","tRNA 5'-leader removal",1,0,1
"GO:0001709","cell fate determination",1,1,0
"GO:0001714","endodermal cell fate specification",1,0,1
"GO:0001727","lipid kinase activity",1,0,1
"GO:0001872","(1->3)-beta-D-glucan binding",1,0,1
"GO:0002058","uracil binding",1,1,0
"GO:0002098","tRNA wobble uridine modification",1,0,1
"GO:0002151","G-quadruplex RNA binding",1,0,1
"GO:0002181","cytoplasmic translation",1,1,0
"GO:0002189","ribose phosphate diphosphokinase complex",1,0,1
"GO:0002679","respiratory burst involved in defense response",1,1,0
"GO:0002758","innate immune response-activating signal transduction",1,0,1
"GO:0002943","tRNA dihydrouridine synthesis",1,0,1
"GO:0003400","regulation of COPII vesicle coating",1,0,1
"GO:0003714","transcription corepressor activity",1,1,0
"GO:0003725","double-stranded RNA binding",1,0,1
"GO:0003727","single-stranded RNA binding",1,0,1
"GO:0003756","protein disulfide isomerase activity",1,0,1
"GO:0003841","1-acylglycerol-3-phosphate O-acyltransferase activity",1,0,1
"GO:0003842","1-pyrroline-5-carboxylate dehydrogenase activity",1,0,1
"GO:0003844","1,4-alpha-glucan branching enzyme activity",1,1,0
"GO:0003846","2-acylglycerol O-acyltransferase activity",1,0,1
"GO:0003852","2-isopropylmalate synthase activity",1,0,1
"GO:0003854","3-beta-hydroxy-delta5-steroid dehydrogenase activity",1,0,1
"GO:0003867","4-aminobutyrate transaminase activity",1,0,1
"GO:0003868","4-hydroxyphenylpyruvate dioxygenase activity",1,0,1
"GO:0003876","AMP deaminase activity",1,0,1
"GO:0003905","alkylbase DNA N-glycosylase activity",1,0,1
"GO:0003906","DNA-(apurinic or apyrimidinic site) endonuclease activity",1,0,1
"GO:0003935","GTP cyclohydrolase II activity",1,1,0
"GO:0003962","cystathionine gamma-synthase activity",1,0,1
"GO:0003964","RNA-directed DNA polymerase activity",1,0,1
"GO:0003968","RNA-directed 5'-3' RNA polymerase activity",1,1,0
"GO:0003977","UDP-N-acetylglucosamine diphosphorylase activity",1,0,1
"GO:0003986","acetyl-CoA hydrolase activity",1,1,0
"GO:0003993","acid phosphatase activity",1,1,0
"GO:0003997","acyl-CoA oxidase activity",1,0,1
"GO:0004001","adenosine kinase activity",1,1,0
"GO:0004015","adenosylmethionine-8-amino-7-oxononanoate transaminase activity",1,0,1
"GO:0004017","adenylate kinase activity",1,1,0
"GO:0004020","adenylylsulfate kinase activity",1,0,1
"GO:0004047","aminomethyltransferase activity",1,0,1
"GO:0004066","asparagine synthase (glutamine-hydrolyzing) activity",1,0,1
"GO:0004067","asparaginase activity",1,0,1
"GO:0004084","branched-chain-amino-acid transaminase activity",1,0,1
"GO:0004088","carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity",1,0,1
"GO:0004121","cystathionine beta-lyase activity",1,0,1
"GO:0004128","cytochrome-b5 reductase activity, acting on NAD(P)H",1,0,1
"GO:0004133","glycogen debranching enzyme activity",1,0,1
"GO:0004134","4-alpha-glucanotransferase activity",1,0,1
"GO:0004140","dephospho-CoA kinase activity",1,0,1
"GO:0004143","diacylglycerol kinase activity",1,1,0
"GO:0004144","diacylglycerol O-acyltransferase activity",1,0,1
"GO:0004149","dihydrolipoyllysine-residue succinyltransferase activity",1,1,0
"GO:0004152","dihydroorotate dehydrogenase activity",1,1,0
"GO:0004174","electron-transferring-flavoprotein dehydrogenase activity",1,0,1
"GO:0004177","aminopeptidase activity",1,0,1
"GO:0004197","cysteine-type endopeptidase activity",1,0,1
"GO:0004311","farnesyltranstransferase activity",1,0,1
"GO:0004315","3-oxoacyl-[acyl-carrier-protein] synthase activity",1,0,1
"GO:0004322","ferroxidase activity",1,0,1
"GO:0004334","fumarylacetoacetase activity",1,0,1
"GO:0004338","glucan exo-1,3-beta-glucosidase activity",1,0,1
"GO:0004345","glucose-6-phosphate dehydrogenase activity",1,0,1
"GO:0004347","glucose-6-phosphate isomerase activity",1,1,0
"GO:0004349","glutamate 5-kinase activity",1,0,1
"GO:0004350","glutamate-5-semialdehyde dehydrogenase activity",1,0,1
"GO:0004357","glutamate-cysteine ligase activity",1,0,1
"GO:0004365","glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity",1,1,0
"GO:0004367","glycerol-3-phosphate dehydrogenase [NAD+] activity",1,0,1
"GO:0004372","glycine hydroxymethyltransferase activity",1,0,1
"GO:0004375","glycine dehydrogenase (decarboxylating) activity",1,0,1
"GO:0004396","hexokinase activity",1,0,1
"GO:0004402","histone acetyltransferase activity",1,1,0
"GO:0004420","hydroxymethylglutaryl-CoA reductase (NADPH) activity",1,0,1
"GO:0004425","indole-3-glycerol-phosphate synthase activity",1,0,1
"GO:0004435","phosphatidylinositol phospholipase C activity",1,0,1
"GO:0004451","isocitrate lyase activity",1,0,1
"GO:0004455","ketol-acid reductoisomerase activity",1,0,1
"GO:0004458","D-lactate dehydrogenase (cytochrome) activity",1,0,1
"GO:0004462","lactoylglutathione lyase activity",1,0,1
"GO:0004465","lipoprotein lipase activity",1,1,0
"GO:0004467","long-chain fatty acid-CoA ligase activity",1,0,1
"GO:0004491","methylmalonate-semialdehyde dehydrogenase (acylating) activity",1,0,1
"GO:0004499","N,N-dimethylaniline monooxygenase activity",1,0,1
"GO:0004512","inositol-3-phosphate synthase activity",1,0,1
"GO:0004520","endodeoxyribonuclease activity",1,0,1
"GO:0004525","ribonuclease III activity",1,1,0
"GO:0004526","ribonuclease P activity",1,0,1
"GO:0004527","exonuclease activity",1,1,0
"GO:0004535","poly(A)-specific ribonuclease activity",1,1,0
"GO:0004536","deoxyribonuclease activity",1,0,1
"GO:0004555","alpha,alpha-trehalase activity",1,0,1
"GO:0004559","alpha-mannosidase activity",1,0,1
"GO:0004564","beta-fructofuranosidase activity",1,0,1
"GO:0004567","beta-mannosidase activity",1,0,1
"GO:0004568","chitinase activity",1,1,0
"GO:0004575","sucrose alpha-glucosidase activity",1,0,1
"GO:0004576","oligosaccharyl transferase activity",1,1,0
"GO:0004579","dolichyl-diphosphooligosaccharide-protein glycotransferase activity",1,1,0
"GO:0004587","ornithine-oxo-acid transaminase activity",1,1,0
"GO:0004588","orotate phosphoribosyltransferase activity",1,0,1
"GO:0004590","orotidine-5'-phosphate decarboxylase activity",1,0,1
"GO:0004591","oxoglutarate dehydrogenase (succinyl-transferring) activity",1,1,0
"GO:0004595","pantetheine-phosphate adenylyltransferase activity",1,0,1
"GO:0004596","peptide alpha-N-acetyltransferase activity",1,1,0
"GO:0004605","phosphatidate cytidylyltransferase activity",1,0,1
"GO:0004612","phosphoenolpyruvate carboxykinase (ATP) activity",1,1,0
"GO:0004614","phosphoglucomutase activity",1,0,1
"GO:0004617","phosphoglycerate dehydrogenase activity",1,0,1
"GO:0004619","phosphoglycerate mutase activity",1,0,1
"GO:0004620","phospholipase activity",1,1,0
"GO:0004631","phosphomevalonate kinase activity",1,0,1
"GO:0004634","phosphopyruvate hydratase activity",1,1,0
"GO:0004638","phosphoribosylaminoimidazole carboxylase activity",1,1,0
"GO:0004640","phosphoribosylanthranilate isomerase activity",1,0,1
"GO:0004645","1,4-alpha-oligoglucan phosphorylase activity",1,0,1
"GO:0004647","phosphoserine phosphatase activity",1,1,0
"GO:0004655","porphobilinogen synthase activity",1,0,1
"GO:0004657","proline dehydrogenase activity",1,0,1
"GO:0004665","prephenate dehydrogenase (NADP+) activity",1,0,1
"GO:0004712","protein serine/threonine/tyrosine kinase activity",1,1,0
"GO:0004714","transmembrane receptor protein tyrosine kinase activity",1,0,1
"GO:0004729","oxygen-dependent protoporphyrinogen oxidase activity",1,0,1
"GO:0004739","pyruvate dehydrogenase (acetyl-transferring) activity",1,0,1
"GO:0004749","ribose phosphate diphosphokinase activity",1,0,1
"GO:0004750","ribulose-phosphate 3-epimerase activity",1,0,1
"GO:0004751","ribose-5-phosphate isomerase activity",1,0,1
"GO:0004753","saccharopine dehydrogenase activity",1,0,1
"GO:0004771","sterol esterase activity",1,0,1
"GO:0004777","succinate-semialdehyde dehydrogenase (NAD+) activity,NAD(P)+=succinate-semialdehyde dehydrogenase",1,0,1
"GO:0004817","cysteine-tRNA ligase activity",1,0,1
"GO:0004821","histidine-tRNA ligase activity",1,1,0
"GO:0004828","serine-tRNA ligase activity",1,1,0
"GO:0004829","threonine-tRNA ligase activity",1,1,0
"GO:0004830","tryptophan-tRNA ligase activity",1,1,0
"GO:0004831","tyrosine-tRNA ligase activity",1,1,0
"GO:0004834","tryptophan synthase activity",1,1,0
"GO:0004852","uroporphyrinogen-III synthase activity",1,0,1
"GO:0004853","uroporphyrinogen decarboxylase activity",1,0,1
"GO:0004866","endopeptidase inhibitor activity",1,1,0
"GO:0004869","cysteine-type endopeptidase inhibitor activity",1,1,0
"GO:0004969","histamine receptor activity",1,0,1
"GO:0005048","signal sequence binding",1,0,1
"GO:0005085","guanyl-nucleotide exchange factor activity",1,1,0
"GO:0005089","Rho guanyl-nucleotide exchange factor activity",1,1,0
"GO:0005094","Rho GDP-dissociation inhibitor activity",1,1,0
"GO:0005102","signaling receptor binding",1,0,1
"GO:0005179","hormone activity",1,0,1
"GO:0005249","voltage-gated potassium channel activity",1,0,1
"GO:0005262","calcium channel activity",1,0,1
"GO:0005267","potassium channel activity",1,0,1
"GO:0005315","inorganic phosphate transmembrane transporter activity",1,1,0
"GO:0005338","nucleotide-sugar transmembrane transporter activity",1,0,1
"GO:0005344","oxygen carrier activity",1,1,0
"GO:0005381","iron ion transmembrane transporter activity",1,0,1
"GO:0005388","P-type calcium transporter activity",1,0,1
"GO:0005452","inorganic anion exchanger activity",1,1,0
"GO:0005457","GDP-fucose transmembrane transporter activity",1,1,0
"GO:0005464","UDP-xylose transmembrane transporter activity",1,0,1
"GO:0005504","fatty acid binding",1,0,1
"GO:0005640","nuclear outer membrane",1,0,1
"GO:0005643","nuclear pore",1,0,1
"GO:0005652","nuclear lamina",1,1,0
"GO:0005662","DNA replication factor A complex",1,1,0
"GO:0005666","RNA polymerase III complex",1,1,0
"GO:0005682","U5 snRNP",1,1,0
"GO:0005745","m-AAA complex",1,1,0
"GO:0005750","mitochondrial respiratory chain complex III",1,1,0
"GO:0005761","mitochondrial ribosome",1,0,1
"GO:0005771","multivesicular body",1,1,0
"GO:0005784","Sec61 translocon complex",1,0,1
"GO:0005846","nuclear cap binding complex",1,0,1
"GO:0005850","eukaryotic translation initiation factor 2 complex",1,1,0
"GO:0005880","nuclear microtubule",1,0,1
"GO:0005885","Arp2/3 protein complex",1,0,1
"GO:0005951","carbamoyl-phosphate synthase complex",1,0,1
"GO:0005960","glycine cleavage complex",1,0,1
"GO:0005987","sucrose catabolic process",1,0,1
"GO:0005991","trehalose metabolic process",1,0,1
"GO:0005993","trehalose catabolic process",1,0,1
"GO:0006012","galactose metabolic process",1,1,0
"GO:0006013","mannose metabolic process",1,0,1
"GO:0006015","5-phosphoribose 1-diphosphate biosynthetic process",1,0,1
"GO:0006021","inositol biosynthetic process",1,0,1
"GO:0006048","UDP-N-acetylglucosamine biosynthetic process",1,0,1
"GO:0006072","glycerol-3-phosphate metabolic process",1,0,1
"GO:0006083","acetate metabolic process",1,0,1
"GO:0006086","acetyl-CoA biosynthetic process from pyruvate",1,0,1
"GO:0006097","glyoxylate cycle",1,0,1
"GO:0006112","energy reserve metabolic process",1,0,1
"GO:0006116","NADH oxidation",1,0,1
"GO:0006122","mitochondrial electron transport, ubiquinol to cytochrome c",1,1,0
"GO:0006139","nucleobase-containing compound metabolic process",1,0,1
"GO:0006145","purine nucleobase catabolic process",1,0,1
"GO:0006152","purine nucleoside catabolic process",1,0,1
"GO:0006163","purine nucleotide metabolic process",1,0,1
"GO:0006166","purine ribonucleoside salvage",1,1,0
"GO:0006167","AMP biosynthetic process",1,0,1
"GO:0006212","uracil catabolic process",1,1,0
"GO:0006218","uridine catabolic process",1,0,1
"GO:0006222","UMP biosynthetic process",1,0,1
"GO:0006261","DNA-dependent DNA replication",1,0,1
"GO:0006270","DNA replication initiation",1,1,0
"GO:0006290","pyrimidine dimer repair",1,0,1
"GO:0006297","nucleotide-excision repair, DNA gap filling",1,1,0
"GO:0006303","double-strand break repair via nonhomologous end joining",1,0,1
"GO:0006306","DNA methylation",1,0,1
"GO:0006308","DNA catabolic process",1,1,0
"GO:0006323","DNA packaging",1,1,0
"GO:0006353","DNA-templated transcription, termination",1,0,1
"GO:0006367","transcription initiation from RNA polymerase II promoter",1,1,0
"GO:0006398","mRNA 3'-end processing by stem-loop binding and cleavage",1,0,1
"GO:0006401","RNA catabolic process",1,1,0
"GO:0006405","RNA export from nucleus",1,1,0
"GO:0006415","translational termination",1,1,0
"GO:0006423","cysteinyl-tRNA aminoacylation",1,0,1
"GO:0006427","histidyl-tRNA aminoacylation",1,1,0
"GO:0006434","seryl-tRNA aminoacylation",1,1,0
"GO:0006435","threonyl-tRNA aminoacylation",1,1,0
"GO:0006474","N-terminal protein amino acid acetylation",1,1,0
"GO:0006491","N-glycan processing",1,1,0
"GO:0006497","protein lipidation",1,1,0
"GO:0006515","protein quality control for misfolded or incompletely synthesized proteins",1,1,0
"GO:0006526","arginine biosynthetic process",1,0,1
"GO:0006535","cysteine biosynthetic process from serine",1,1,0
"GO:0006537","glutamate biosynthetic process",1,0,1
"GO:0006538","glutamate catabolic process",1,0,1
"GO:0006540","glutamate decarboxylation to succinate",1,0,1
"GO:0006545","glycine biosynthetic process",1,0,1
"GO:0006559","L-phenylalanine catabolic process",1,0,1
"GO:0006562","proline catabolic process",1,0,1
"GO:0006564","L-serine biosynthetic process",1,1,0
"GO:0006565","L-serine catabolic process",1,0,1
"GO:0006567","threonine catabolic process",1,0,1
"GO:0006568","tryptophan metabolic process",1,0,1
"GO:0006571","tyrosine biosynthetic process",1,0,1
"GO:0006572","tyrosine catabolic process",1,0,1
"GO:0006574","valine catabolic process",1,0,1
"GO:0006588","activation of tryptophan 5-monooxygenase activity",1,0,1
"GO:0006593","ornithine catabolic process",1,1,0
"GO:0006611","protein export from nucleus",1,1,0
"GO:0006616","SRP-dependent cotranslational protein targeting to membrane, translocation",1,0,1
"GO:0006620","posttranslational protein targeting to endoplasmic reticulum membrane",1,0,1
"GO:0006636","unsaturated fatty acid biosynthetic process",1,0,1
"GO:0006637","acyl-CoA metabolic process",1,0,1
"GO:0006641","triglyceride metabolic process",1,0,1
"GO:0006730","one-carbon metabolic process",1,1,0
"GO:0006744","ubiquinone biosynthetic process",1,1,0
"GO:0006750","glutathione biosynthetic process",1,0,1
"GO:0006751","glutathione catabolic process",1,0,1
"GO:0006777","Mo-molybdopterin cofactor biosynthetic process",1,0,1
"GO:0006828","manganese ion transport",1,0,1
"GO:0006879","cellular iron ion homeostasis",1,0,1
"GO:0006885","regulation of pH",1,0,1
"GO:0006914","autophagy",1,1,0
"GO:0006970","response to osmotic stress",1,1,0
"GO:0006971","hypotonic response",1,1,0
"GO:0006995","cellular response to nitrogen starvation",1,1,0
"GO:0006997","nucleus organization",1,1,0
"GO:0007019","microtubule depolymerization",1,0,1
"GO:0007029","endoplasmic reticulum organization",1,1,0
"GO:0007032","endosome organization",1,1,0
"GO:0007034","vacuolar transport",1,1,0
"GO:0007097","nuclear migration",1,0,1
"GO:0007155","cell adhesion",1,0,1
"GO:0007186","G protein-coupled receptor signaling pathway",1,0,1
"GO:0007205","protein kinase C-activating G protein-coupled receptor signaling pathway",1,1,0
"GO:0007229","integrin-mediated signaling pathway",1,1,0
"GO:0007231","osmosensory signaling pathway",1,1,0
"GO:0007263","nitric oxide mediated signal transduction",1,0,1
"GO:0007346","regulation of mitotic cell cycle",1,0,1
"GO:0007568","aging",1,0,1
"GO:0007584","response to nutrient",1,0,1
"GO:0008080","N-acetyltransferase activity",1,1,0
"GO:0008083","growth factor activity",1,1,0
"GO:0008121","ubiquinol-cytochrome-c reductase activity",1,0,1
"GO:0008126","acetylesterase activity",1,0,1
"GO:0008131","primary amine oxidase activity",1,0,1
"GO:0008138","protein tyrosine/serine/threonine phosphatase activity",1,1,0
"GO:0008146","sulfotransferase activity",1,1,0
"GO:0008157","protein phosphatase 1 binding",1,1,0
"GO:0008169","C-methyltransferase activity",1,0,1
"GO:0008171","O-methyltransferase activity",1,1,0
"GO:0008184","glycogen phosphorylase activity",1,0,1
"GO:0008187","poly-pyrimidine tract binding",1,1,0
"GO:0008195","phosphatidate phosphatase activity",1,1,0
"GO:0008215","spermine metabolic process",1,0,1
"GO:0008216","spermidine metabolic process",1,0,1
"GO:0008219","cell death",1,0,1
"GO:0008240","tripeptidyl-peptidase activity",1,0,1
"GO:0008266","poly(U) RNA binding",1,0,1
"GO:0008271","secondary active sulfate transmembrane transporter activity",1,1,0
"GO:0008272","sulfate transport",1,1,0
"GO:0008285","negative regulation of cell population proliferation",1,0,1
"GO:0008287","protein serine/threonine phosphatase complex",1,1,0
"GO:0008290","F-actin capping protein complex",1,0,1
"GO:0008296","3'-5'-exodeoxyribonuclease activity",1,0,1
"GO:0008320","protein transmembrane transporter activity",1,0,1
"GO:0008352","katanin complex",1,0,1
"GO:0008381","mechanosensitive ion channel activity",1,1,0
"GO:0008408","3'-5' exonuclease activity",1,0,1
"GO:0008409","5'-3' exonuclease activity",1,0,1
"GO:0008417","fucosyltransferase activity",1,0,1
"GO:0008426","protein kinase C inhibitor activity",1,0,1
"GO:0008430","selenium binding",1,0,1
"GO:0008443","phosphofructokinase activity",1,1,0
"GO:0008477","purine nucleosidase activity",1,0,1
"GO:0008519","ammonium transmembrane transporter activity",1,1,0
"GO:0008534","oxidized purine nucleobase lesion DNA N-glycosylase activity",1,0,1
"GO:0008536","Ran GTPase binding",1,0,1
"GO:0008540","proteasome regulatory particle, base subcomplex",1,1,0
"GO:0008568","microtubule-severing ATPase activity",1,0,1
"GO:0008610","lipid biosynthetic process",1,0,1
"GO:0008622","epsilon DNA polymerase complex",1,1,0
"GO:0008641","ubiquitin-like modifier activating enzyme activity",1,1,0
"GO:0008649","rRNA methyltransferase activity",1,0,1
"GO:0008660","1-aminocyclopropane-1-carboxylate deaminase activity",1,1,0
"GO:0008661","1-deoxy-D-xylulose-5-phosphate synthase activity",1,0,1
"GO:0008679","2-hydroxy-3-oxopropionate reductase activity",1,0,1
"GO:0008686","3,4-dihydroxy-2-butanone-4-phosphate synthase activity",1,1,0
"GO:0008696","4-amino-4-deoxychorismate lyase activity",1,0,1
"GO:0008720","D-lactate dehydrogenase activity",1,0,1
"GO:0008725","DNA-3-methyladenine glycosylase activity",1,0,1
"GO:0008732","L-allo-threonine aldolase activity",1,0,1
"GO:0008773","[protein-PII] uridylyltransferase activity",1,0,1
"GO:0008783","agmatinase activity",1,0,1
"GO:0008798","beta-aspartyl-peptidase activity",1,0,1
"GO:0008843","endochitinase activity",1,0,1
"GO:0008855","exodeoxyribonuclease VII activity",1,1,0
"GO:0008863","formate dehydrogenase (NAD+) activity",1,0,1
"GO:0008864","formyltetrahydrofolate deformylase activity",1,1,0
"GO:0008891","glycolate oxidase activity",1,0,1
"GO:0008893","guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity",1,1,0
"GO:0008898","S-adenosylmethionine-homocysteine S-methyltransferase activity",1,1,0
"GO:0008948","oxaloacetate decarboxylase activity",1,0,1
"GO:0008962","phosphatidylglycerophosphatase activity",1,0,1
"GO:0008970","phospholipase A1 activity",1,0,1
"GO:0008977","prephenate dehydrogenase (NAD+) activity",1,0,1
"GO:0009001","serine O-acetyltransferase activity",1,1,0
"GO:0009044","xylan 1,4-beta-xylosidase activity",1,0,1
"GO:0009052","pentose-phosphate shunt, non-oxidative branch",1,0,1
"GO:0009062","fatty acid catabolic process",1,0,1
"GO:0009074","aromatic amino acid family catabolic process",1,1,0
"GO:0009081","branched-chain amino acid metabolic process",1,0,1
"GO:0009093","cysteine catabolic process",1,1,0
"GO:0009098","leucine biosynthetic process",1,0,1
"GO:0009107","lipoate biosynthetic process",1,1,0
"GO:0009156","ribonucleoside monophosphate biosynthetic process",1,0,1
"GO:0009165","nucleotide biosynthetic process",1,0,1
"GO:0009228","thiamine biosynthetic process",1,0,1
"GO:0009249","protein lipoylation",1,1,0
"GO:0009250","glucan biosynthetic process",1,0,1
"GO:0009251","glucan catabolic process",1,0,1
"GO:0009266","response to temperature stimulus",1,1,0
"GO:0009267","cellular response to starvation",1,1,0
"GO:0009308","amine metabolic process",1,0,1
"GO:0009318","exodeoxyribonuclease VII complex",1,1,0
"GO:0009331","glycerol-3-phosphate dehydrogenase complex",1,0,1
"GO:0009349","riboflavin synthase complex",1,1,0
"GO:0009378","four-way junction helicase activity",1,1,0
"GO:0009413","response to flooding",1,1,0
"GO:0009415","response to water",1,0,1
"GO:0009450","gamma-aminobutyric acid catabolic process",1,0,1
"GO:0009504","cell plate",1,0,1
"GO:0009507","chloroplast,acyl-carrier-protein=acyl-",1,0,1
"GO:0009509","chromoplast",1,0,1
"GO:0009522","photosystem I",1,1,0
"GO:0009556","microsporogenesis",1,0,1
"GO:0009567","double fertilization forming a zygote and endosperm",1,1,0
"GO:0009569","chloroplast starch grain",1,0,1
"GO:0009575","chromoplast stroma",1,0,1
"GO:0009590","detection of gravity",1,0,1
"GO:0009605","response to external stimulus",1,1,0
"GO:0009624","response to nematode",1,1,0
"GO:0009628","response to abiotic stimulus",1,0,1
"GO:0009630","gravitropism",1,0,1
"GO:0009641","shade avoidance",1,0,1
"GO:0009645","response to low light intensity stimulus",1,1,0
"GO:0009654","photosystem II oxygen evolving complex",1,0,1
"GO:0009657","plastid organization",1,0,1
"GO:0009685","gibberellin metabolic process",1,1,0
"GO:0009688","abscisic acid biosynthetic process",1,0,1
"GO:0009691","cytokinin biosynthetic process",1,1,0
"GO:0009692","ethylene metabolic process",1,1,0
"GO:0009695","jasmonic acid biosynthetic process",1,0,1
"GO:0009696","salicylic acid metabolic process",1,0,1
"GO:0009703","nitrate reductase (NADH) activity",1,0,1
"GO:0009750","response to fructose",1,0,1
"GO:0009765","photosynthesis, light harvesting",1,1,0
"GO:0009789","positive regulation of abscisic acid-activated signaling pathway",1,1,0
"GO:0009790","embryo development",1,0,1
"GO:0009800","cinnamic acid biosynthetic process",1,1,0
"GO:0009801","cinnamic acid ester metabolic process",1,0,1
"GO:0009805","coumarin biosynthetic process",1,1,0
"GO:0009813","flavonoid biosynthetic process",1,0,1
"GO:0009819","drought recovery",1,0,1
"GO:0009825","multidimensional cell growth",1,0,1
"GO:0009831","plant-type cell wall modification involved in multidimensional cell growth",1,0,1
